0 0.280708 0.660999 0.29452 0.0490371
1 0.723517 0.446737 0.300471 0.140554
2 0.298447 0.533148 0.0954673 0.0359969
3 0.311013 0.575059 0.454167 0.0386311
4 0.16615 0.786938 0.203102 0.0515204
5 0.349958 0.253942 0.215379 0.0577853
6 0.483099 0.761045 0.237341 0.11986
7 0.420994 0.519611 0.434782 0.0376521
8 0.439252 0.851587 0.418909 0.0306768
9 0.207466 0.209163 0.384293 0.0708445
10 0.246686 0.527336 0.298694 0.0676461
11 0.431818 0.421044 0.128298 0.0423222
12 0.498854 0.581723 0.106807 0.0419262
13 0.212153 0.808324 0.412999 0.0275735
14 0.813658 0.793419 0.383619 0.0299862
15 0.42641 0.765051 0.408036 0.0372357
16 0.51522 0.499674 0.0950998 0.0250551
17 0.769416 0.205792 0.36773 0.0556509
18 0.752773 0.204108 0.217826 0.0276613
19 0.212854 0.658222 0.0861081 0.0282429
20 0.413325 0.465192 0.267153 0.0636705
21 0.817866 0.653723 0.140831 0.0262114
22 0.203201 0.33148 0.240809 0.0378969
23 0.809401 0.783819 0.178212 0.0780486
24 0.526429 0.51966 0.361476 0.0344839
25 0.547991 0.26343 0.231108 0.0266396
26 0.279535 0.792605 0.103216 0.0346196
27 0.259044 0.382883 0.389477 0.062959
28 0.420324 0.251062 0.339621 0.0470773
29 0.508468 0.383203 0.46198 0.0272873
30 0.489065 0.174642 0.162296 0.031175
31 0.785231 0.209032 0.114378 0.0334465
32 0.148593 0.19384 0.225973 0.0334411
33 0.621244 0.195368 0.356164 0.054841
34 0.53337 0.86084 0.424408 0.0304527
35 0.324561 0.15259 0.364156 0.027166
36 0.709193 0.732334 0.352577 0.0262815
37 0.846489 0.682403 0.389213 0.0417026
38 0.616203 0.160166 0.168362 0.0351663
39 0.684241 0.368443 0.0983853 0.0371245
40 0.251732 0.679777 0.419493 0.026717
41 0.527086 0.350646 0.0869637 0.0269984
42 0.279281 0.619216 0.189101 0.0262299
43 0.146432 0.593409 0.185925 0.0256263
44 0.429651 0.141148 0.421219 0.0297745
45 0.434838 0.651488 0.417156 0.0360938
46 0.239406 0.30406 0.0936875 0.035396
47 0.847989 0.244064 0.246418 0.0257518
48 0.588602 0.748655 0.429207 0.0470482
49 0.702347 0.731609 0.438033 0.0312883
50 0.158055 0.664834 0.389122 0.0353336
51 0.540166 0.450705 0.245022 0.029076
52 0.339756 0.714039 0.437974 0.0312243
53 0.280132 0.789538 0.247203 0.0380129
54 0.326411 0.238735 0.459569 0.0265289
55 0.675267 0.75327 0.125331 0.0406457
56 0.720468 0.849188 0.444751 0.0274749
57 0.732233 0.644836 0.277524 0.0343961
58 0.150231 0.353718 0.331022 0.0267786
59 0.183738 0.467085 0.137049 0.0328134
60 0.495133 0.249696 0.0860874 0.0276131
61 0.361833 0.32082 0.0888646 0.028989
62 0.507709 0.360784 0.21962 0.0251107
63 0.23228 0.177218 0.257056 0.0315856
64 0.154463 0.739608 0.0993959 0.0358439
65 0.513913 0.262302 0.373105 0.0309513
66 0.38751 0.43142 0.428725 0.0338956
67 0.486511 0.354764 0.37415 0.0251177
68 0.19554 0.858525 0.303139 0.0276216
69 0.392244 0.527245 0.123846 0.0406008
